product_name,product_id,color,pe,produc_type,product_style,department,category,department_id,price
Nike Run Division,app1055,792,APP,Nike Run Division Women's Engineered Running Tank,Nike Run Division,Women's Engineered Running Tank,Women's,3,$115 
Korea 2020 Stadium Away,app1056,088,APP,Korea 2020 Stadium Away Women's Football Shirt,Sustainable Materials,Korea 2020 Stadium Away,Training,1,$115 
NikeCourt Victory,app1057,671,APP,Nike Eclipse,Nike Eclipse Women's 2-in-1 Running Shorts,Sustainable Materials,Women's,3,$105 
NikeCourt Victory,app1058,925,APP,NikeCourt Victory Women's Tennis Skirt (Plus Size),Extended Sizes,NikeCourt Victory,Men's,2,$170 
Nike Dri-FIT Victory,app1059,324,APP,Nike Dri-FIT Victory Women's Golf Polo,Sustainable Materials,Nike Dri-FIT Victory,Men's,2,$165 
Nike Tempo Luxe Run Division,app1060,470,APP,Nike Tempo Luxe Run Division Women's 2-in-1 Running Shorts,Sustainable Materials,Nike Tempo Luxe Run Division,Men's,2,$105 
Nike Sportswear,app1061,522,APP,Nike Sportswear Women's Crew,Sustainable Materials,Nike Sportswear,Men's,2,$125 
Nike Dri-FIT Swoosh Icon Clash,app1062,138,APP,Nike Dri-FIT Swoosh Icon Clash Women's Medium-Support 1-Piece Pad V-Neck Sports Bra,Sustainable Materials,Nike Dri-FIT Swoosh Icon Clash,Men's,2,$290 
Nike Sportswear Tech Fleece,app1063,741,APP,Nike Sportswear Tech Fleece Women's Trousers,Nike Sportswear Tech Fleece,Women's Trousers,Men's,2,$260 
Nike Breathe Cool,app1064,819,APP,England,England Women's 1/4-Zip Football Top,England,Men's,2,$160 
Nike Sportswear Icon Clash,app1065,049,APP,Nike Sportswear Icon Clash Women's Shorts,Nike Sportswear Icon Clash,Women's Shorts,Women's,3,$125 
Nike Sportswear,app1066,096,APP,Nike Sportswear Women's Long-Sleeve Mock-Neck Top,Nike Sportswear,Women's Long-Sleeve Mock-Neck Top,Women's,3,$125 
Nigeria 2020 Stadium Away,app1067,844,APP,Nigeria 2020 Stadium Away Women's Football Shirt,Sustainable Materials,Nigeria 2020 Stadium Away,Training,1,$290 
Nike Breathe Cool,app1068,367,APP,Nike Sportswear Down-Fill,Nike Sportswear Down-Fill Women's Parka,Nike Sportswear Down-Fill,Training,1,$260 
Nike Breathe Cool,app1069,180,APP,Nike Icon Clash,Nike Icon Clash Women's Running Shorts,Nike Icon Clash,Training,1,$160 
Jordan Flight,app1070,114,APP,Jordan Flight Women's Fleece Pullover Hoodie,Jordan Flight,Women's Fleece Pullover Hoodie,Training,1,$115 
Nike Breathe Cool,app1071,483,APP,Nike Essential,Nike Essential Women's Running Jacket,Nike Essential,Training,1,$115 
Nike Breathe Cool,app1072,930,APP,Nike Sportswear,Nike Sportswear Women's Washed Dress,Nike Sportswear,Training,1,$125 
Nike Pro,app1073,882,APP,Nike Pro Women's High-Waisted Crop Space-Dye Leggings,Sustainable Materials,Nike Pro,Training,1,$125 
Nike Sportswear Essential,app1074,633,APP,Nike Sportswear Essential Women's Graphic French Terry Pullover Hoodie,Nike Sportswear Essential,Women's Graphic French Terry Pullover Hoodie,Women's,3,$290 
Nike Academy,app1075,838,APP,Nike Academy Over-The-Calf Football Socks,Nike Academy,Over-The-Calf Football Socks,Men's,2,$260 
Nike Squad,app1076,906,APP,Nike Squad Crew Socks,Nike Squad,Crew Socks,Men's,2,$160 
Croatia 2020 Stadium Away,app1077,382,APP,Croatia 2020 Stadium Away Women's Football Shirt,Croatia 2020 Stadium Away,Women's Football Shirt,Women's,3,$125 
Nike Breathe Cool,app1078,942,APP,Nike Dri-FIT Fast,Nike Dri-FIT Fast Women's 18cm (approx.) Mid-Rise Running Shorts,Sustainable Materials,Men's,2,$125 
Nike Everyday Lightweight,app1079,140,APP,Nike Everyday Lightweight Training Crew Socks (3 Pairs),Nike Everyday Lightweight,Training Crew Socks (3 Pairs),Men's,2,$290 
Nike Essential,app1080,156,APP,Nike Essential Women's 7/8 Running Trousers,Nike Essential,Women's 7/8 Running Trousers,Training,1,$260 
Nike Sportswear Swoosh,app1081,625,APP,Nike Sportswear Swoosh Women's Hoodie (Plus size),Extended Sizes,Nike Sportswear Swoosh,Training,1,$160 
Nike Epic Fast,app1082,691,APP,Nike Epic Fast Women's Mid-Rise 7/8 Running Leggings (Plus Size),Extended Sizes,Nike Epic Fast,Training,1,$115 
Nike Sportswear,app1083,821,APP,Nike Sportswear Women's Woven Shorts (Plus Size),Extended Sizes,Nike Sportswear,Training,1,$115 
Nike Swoosh Fly,app1084,396,APP,Nike Swoosh Fly Women's Basketball Trousers,Sustainable Materials,Nike Swoosh Fly,Men's,2,$115 
Nike Sportswear,app1085,529,APP,Nike Sportswear Women's Shorts,Sustainable Materials,Nike Sportswear,Men's,2,$115 
Nike One Luxe,app1086,841,APP,Nike One Luxe Women's Mid-Rise Leggings,Sustainable Materials,Nike One Luxe,Men's,2,$115 
Nike Breathe Cool,app1087,538,APP,Chelsea F.C. 2020/21 Stadium Third,Chelsea F.C. 2020/21 Stadium Third Football Over-the-Calf Socks,Chelsea F.C. 2020/21 Stadium Third,Men's,2,$105 
NikeCourt,app1088,096,APP,NikeCourt Women's Tennis Jacket,NikeCourt,Women's Tennis Jacket,Women's,3,$170 
Nike Dri-FIT Get Fit,app1089,083,APP,Nike Dri-FIT Get Fit Women's Swoosh Training Crew,Nike Dri-FIT Get Fit,Women's Swoosh Training Crew,Women's,3,$165 
Nike Everyday Cushioned,app1090,495,APP,Nike Everyday Cushioned Training Ankle Socks (3 Pairs),Nike Everyday Cushioned,Training Ankle Socks (3 Pairs),Training,1,$105 
Nike Sportswear Essential,app1091,542,APP,Nike Sportswear Essential Women's Short-Sleeve Top,Sustainable Materials,Nike Sportswear Essential,Training,1,$125 
Nike Sportswear,app1092,130,APP,Nike Sportswear Women's Fleece Shorts,Nike Sportswear,Women's Fleece Shorts,Women's,3,$290 
Nike Air,app1093,663,APP,Nike Air Women's Mock Tank,Nike Air,Women's Mock Tank,Women's,3,$260 
Nike Air,app1094,127,APP,Nike Air Women's Running Top,Sustainable Materials,Nike Air,Men's,2,$160 
Nike Fast,app1095,084,APP,Nike Fast Women's Mid-Rise Crop Running Leggings,Nike Fast,Women's Mid-Rise Crop Running Leggings,Women's,3,$125 
Nike Sportswear Tech Pack,app1096,598,APP,Nike Sportswear Tech Pack Women's Woven Skirt,Sustainable Materials,Nike Sportswear Tech Pack,Men's,2,$125 
Nike Breathe Cool,app1097,766,APP,Nike Pro,Nike Pro Women's Mesh Tank,Nike Pro,Men's,2,$290 
Nike Breathe Cool,app1098,583,APP,Nike Breathe Cool Women's Running Tank (Plus size),Extended Sizes,Nike Breathe Cool,Men's,2,$260 
Nike Miler,app1099,371,APP,Nike Miler Women's Running Tank (Plus Size),Extended Sizes,Nike Miler,Men's,2,$160 
Nike Epic Fast Femme,app1100,879,APP,Nike Epic Fast Femme Women's Mid-Rise Crop Running Leggings,Sustainable Materials,Nike Epic Fast Femme,Men's,2,$115 
NikeCourt Advantage,app1101,143,APP,NikeCourt Advantage Women's Tennis Shorts,NikeCourt Advantage,Women's Tennis Shorts,Women's,3,$115 
Nike,app1102,617,APP,Nike Women's Short-Sleeve Running Top,Nike,Women's Short-Sleeve Running Top,Women's,3,$125 
Nike Sportswear Femme,app1103,526,APP,Nike Sportswear Femme Women's Shorts,Nike Sportswear Femme,Women's Shorts,Women's,3,$125 
Nike Racing,app1104,051,APP,Nike Racing Ankle Socks,Nike Racing,Ankle Socks,Training,1,$290 
Nike Victory Icon Clash,app1105,688,APP,Nike Victory Icon Clash Women's Medium-Support Non-Padded Sports Bra (Plus size),Extended Sizes,Nike Victory Icon Clash,Training,1,$260 
Inter Milan 2020/21 Stadium Home,app1106,739,APP,Inter Milan 2020/21 Stadium Home Over-the-Calf Football Socks,Inter Milan 2020/21 Stadium Home,Over-the-Calf Football Socks,Training,1,$160 
Nike Dri-FIT Indy,app1107,806,APP,Nike Dri-FIT Indy Women's Light-Support Padded Logo Sports Bra,Sustainable Materials,Nike Dri-FIT Indy,Training,1,$125 
Nike Everyday Cushioned,app1108,351,APP,Nike Everyday Cushioned Training Crew Socks (3 Pairs),Nike Everyday Cushioned,Training Crew Socks (3 Pairs),Training,1,$125 
Nike Icon Clash,app1109,238,APP,Nike Icon Clash Women's Shimmer Training Bodysuit,Sustainable Materials,Nike Icon Clash,Training,1,$290 
NikeCourt Dri-FIT,app1110,343,APP,NikeCourt Dri-FIT Women's Short-Sleeve Tennis Top,NikeCourt Dri-FIT,Women's Short-Sleeve Tennis Top,Women's,3,$260 
Nike Sportswear,app1111,091,APP,Nike Sportswear Women's Fleece Printed Crew,Nike Sportswear,Women's Fleece Printed Crew,Women's,3,$160 
Miami Heat City Edition,app1112,333,APP,Miami Heat City Edition Nike Pro NBA Cap,Miami Heat City Edition,Nike Pro NBA Cap,Men's,2,$115 
Nike Sportswear DNA,app1113,318,APP,Nike Sportswear DNA Women's Sleeveless Top,Nike Sportswear DNA,Women's Sleeveless Top,Women's,3,$115 
Nike Flex Victory,app1114,563,APP,Nike Flex Victory Women's 13cm (approx.) Golf Shorts,Nike Flex Victory,Women's 13cm (approx.) Golf Shorts,Women's,3,$115 
Nike Fly Crossover,app1115,299,APP,Nike Fly Crossover Women's Printed Basketball Shorts,Nike Fly Crossover,Women's Printed Basketball Shorts,Women's,3,$115 
Nike Club Skirt,app1116,580,APP,Nike Club Skirt Women's Regular Golf Skirt,Sustainable Materials,Nike Club Skirt,Men's,2,$115 
Nike One,app1117,094,APP,Nike One Women's Mid-Rise Crop Leggings,Nike One,Women's Mid-Rise Crop Leggings,Women's,3,$105 
Nike Swoosh Run,app1118,292,APP,Nike Swoosh Run Women's Running Tank,Nike Swoosh Run,Women's Running Tank,Women's,3,$170 
Nike Dri-FIT UV Victory,app1119,709,APP,Nike Dri-FIT UV Victory Women's Full-Zip Golf Top,Nike Dri-FIT UV Victory,Women's Full-Zip Golf Top,Women's,3,$165 
Nike Sportswear Heritage,app1120,280,APP,Nigeria 2020 Stadium Home,Nigeria 2020 Stadium Home Women's Football Shirt,Sustainable Materials,Training,1,$105 
Nike Sportswear Heritage,app1121,245,APP,Nike Sportswear Essential,Nike Sportswear Essential Women's Funnel-Neck Fleece Pullover Hoodie,Nike Sportswear Essential,Training,1,$125 
Nike Air,app1122,737,APP,Nike Air Women's Fleece Shorts,Nike Air,Women's Fleece Shorts,Training,1,$290 
Nike Spark Lightweight,app1123,248,APP,Nike Spark Lightweight Over-The-Calf Compression Running Socks,Nike Spark Lightweight,Over-The-Calf Compression Running Socks,Training,1,$260 
Nike Sportswear Leg-A-See,app1124,626,APP,Nike Sportswear Leg-A-See Women's High-Waisted Leggings,Nike Sportswear Leg-A-See,Women's High-Waisted Leggings,Training,1,$160 
F.C. Barcelona 2020/21 Stadium Third,app1125,392,APP,F.C. Barcelona 2020/21 Stadium Third Football Over-the-Calf Socks,F.C. Barcelona 2020/21 Stadium Third,Football Over-the-Calf Socks,Men's,2,$125 
Nike Sportswear Essential,app1126,865,APP,Nike Sportswear Essential Women's Tank,Nike Sportswear Essential,Women's Tank,Women's,3,$125 
Nike Sportswear Trend,app1127,414,APP,Nike Sportswear Trend Women's Fleece Trousers (Plus size),Extended Sizes,Nike Sportswear Trend,Men's,2,$290 
Nike Pro,app1128,436,APP,Nike Pro Women's Hoodie,Nike Pro,Women's Hoodie,Women's,3,$260 
Nike Sportswear Gym Vintage,app1129,538,APP,Nike Sportswear Gym Vintage Women's Trousers,Nike Sportswear Gym Vintage,Women's Trousers,Women's,3,$160 
Nike Pro,app1130,418,APP,Nike Pro Women's Short-Sleeve Training Top,Nike Pro,Women's Short-Sleeve Training Top,Women's,3,$115 
Nike ESC,app1131,602,APP,Nike ESC Women's Cardigan,Nike ESC,Women's Cardigan,Women's,3,$115 
Nike Sportswear Heritage,app1132,742,APP,Nike Swoosh Luxe,Nike Swoosh Luxe Women's Medium-Support Padded Longline Sports Bra,Nike Swoosh Luxe,Men's,2,$125 
Nike Sportswear Heritage,app1133,349,APP,Nike Sportswear Heritage Women's Tank,Nike Sportswear Heritage,Women's Tank,Women's,3,$125 
Paris Saint-Germain,app1134,909,APP,Paris Saint-Germain Women's Short-Sleeve T-Shirt,Paris Saint-Germain,Women's Short-Sleeve T-Shirt,Women's,3,$290 
Nike Everyday Lightweight,app1135,685,APP,Nike Everyday Lightweight Training No-Show Socks (3 Pairs),Nike Everyday Lightweight,Training No-Show Socks (3 Pairs),Training,1,$260 
Nike F.C. Dri-FIT,app1136,556,APP,Nike F.C. Dri-FIT Women's Woven Football Shorts,Nike F.C. Dri-FIT,Women's Woven Football Shorts,Women's,3,$160 
Nike Sportswear Essential,app1137,172,APP,Nike Sportswear Essential Women's Dress,Sustainable Materials,Nike Sportswear Essential,Training,1,$125 
Nike Strike Winter Warrior,app1138,768,APP,Nike Strike Winter Warrior Snood,Nike Strike Winter Warrior,Snood,Women's,3,$125 
Nike Yoga Dri-FIT Indy,app1139,989,APP,Nike Yoga Dri-FIT Indy Women's Light-Support Padded Crochet Edge Sports Bra,Sustainable Materials,Nike Yoga Dri-FIT Indy,Training,1,$290 
Nike Dri-FIT Academy,app1140,138,APP,Nike Dri-FIT Academy Women's Football Trousers,Sustainable Materials,Nike Dri-FIT Academy,Training,1,$260 
Poland 2020 Stadium Home,app1141,415,APP,Poland 2020 Stadium Home Over-the-Calf Football Socks,Poland 2020 Stadium Home,Over-the-Calf Football Socks,Training,1,$160 
Nike Air,app1142,168,APP,Nike Air Women's Crew (Plus size),Extended Sizes,Nike Air,Men's,2,$115 
Nike ESC,app1143,016,APP,Nike ESC Women's Knit Wrap Top,Nike ESC,Women's Knit Wrap Top,Women's,3,$115 
Nike Dri-FIT Academy,app1144,977,APP,Croatia 2020 Stadium Home,Croatia 2020 Stadium Home Women's Football Shirt,Croatia 2020 Stadium Home,Training,1,$115 
Nike Dri-FIT Academy,app1145,542,APP,Nike Epic Fast,Nike Epic Fast Women's Mid-Rise Running Leggings,Sustainable Materials,Training,1,$115 
Jordan Essentials,app1146,836,APP,Jordan Essentials Women's Graphic T-Shirt,Jordan Essentials,Women's Graphic T-Shirt,Women's,3,$115 
Nike Heritage,app1147,335,APP,Nike Heritage Socks (2 Pairs),Nike Heritage,Socks (2 Pairs),Training,1,$105 
Nike Everyday Plus Lightweight,app1148,806,APP,Nike Everyday Plus Lightweight Training Ankle Socks (3 Pairs),Nike Everyday Plus Lightweight,Training Ankle Socks (3 Pairs),Training,1,$170 
Nike Squad,app1149,466,APP,Nike Squad Football Knee-High Socks,Nike Squad,Football Knee-High Socks,Women's,3,$165 
Nike Dri-FIT Academy,app1150,347,APP,Nike One Luxe,Nike One Luxe Women's Mid-Rise Leggings,Sustainable Materials,Men's,2,$105 
Nike Dri-FIT Academy,app1151,663,APP,WNBA Logo,WNBA Logo Nike ACG Short-Sleeve T-Shirt,WNBA Logo,Women's,3,$125 
Nike Sportswear Femme,app1152,856,APP,Nike Sportswear Femme Women's Collared Crop Top,Nike Sportswear Femme,Women's Collared Crop Top,Women's,3,$290 
Nike ESC,app1153,493,APP,Nike ESC Women's Filled Jacket,Nike ESC,Women's Filled Jacket,Women's,3,$260 
Nike Dri-FIT Academy,app1154,878,APP,Nike Sportswear Essential,Nike Sportswear Essential Women's High-Waisted Leggings (Plus size),Extended Sizes,Training,1,$160 
Nike Dri-FIT Academy,app1155,024,APP,Nike Dri-FIT Academy Women's Knit Football Tracksuit,Sustainable Materials,Nike Dri-FIT Academy,Training,1,$125 
NikeCourt Victory,app1156,644,APP,NikeCourt Victory Women's Tennis Skirt (Plus Size),Extended Sizes,NikeCourt Victory,Training,1,$125 
Nike Dri-FIT UV Victory,app1157,812,APP,Nike Dri-FIT UV Victory Women's Golf Skirt,Nike Dri-FIT UV Victory,Women's Golf Skirt,Women's,3,$290 
Nike Sportswear,app1158,866,APP,Nike Sportswear Women's Printed T-Shirt,Nike Sportswear,Women's Printed T-Shirt,Women's,3,$260 
Nike Sportswear,app1159,101,APP,Nike Sportswear Women's Washed Hoodie (Plus Size),Extended Sizes,Nike Sportswear,Women's,3,$160 
Nike Sportswear Tech Pack,app1160,001,APP,Nike Sportswear Tech Pack Women's Trousers,Nike Sportswear Tech Pack,Women's Trousers,Women's,3,$115 
Nike Sportswear Tech Pack,app1161,854,APP,Paris Saint-Germain 2020/21 Stadium Third,Paris Saint-Germain 2020/21 Stadium Third Football Over-the-Calf Socks,Paris Saint-Germain 2020/21 Stadium Third,Training,1,$115 
England 2020 Stadium Away,app1162,217,APP,England 2020 Stadium Away Women's Football Shirt,Sustainable Materials,England 2020 Stadium Away,Training,1,$125 
England 2020 Stadium Away,app1163,690,APP,Nike Sportswear Tech Knit,Nike Sportswear Tech Knit Women's Cropped Tank,Nike Sportswear Tech Knit,Training,1,$125 
Nike Favourites,app1164,518,APP,Nike Favourites Women's Light-Support Sports Padded Strappy Bra,Sustainable Materials,Nike Favourites,Training,1,$290 
Nike Sportswear Essential,app1165,094,APP,Nike Sportswear Essential Crew Socks (3 Pairs),Nike Sportswear Essential,Crew Socks (3 Pairs),Men's,2,$260 
Atl茅tico de Madrid 2020/21 Stadium Away,app1166,423,APP,Atl茅tico de Madrid 2020/21 Stadium Away Over-the-Calf Socks,Atl茅tico de Madrid 2020/21 Stadium Away,Over-the-Calf Socks,Men's,2,$160 
Nike Sportswear Windrunner,app1167,856,APP,Nike Sportswear Windrunner Women's Zip-Up,Sustainable Materials,Nike Sportswear Windrunner,Men's,2,$125 
Nike Sportswear Windrunner,app1168,636,APP,Nike Sportswear Swoosh,Nike Sportswear Swoosh Women's Dress,Nike Sportswear Swoosh,Men's,2,$125 
Nike Sportswear,app1169,338,APP,Nike Sportswear Women's Dance Fleece Crew,Nike Sportswear,Women's Dance Fleece Crew,Women's,3,$290 
Nike Sportswear,app1170,179,APP,Nike Sportswear Women's Dress,Sustainable Materials,Nike Sportswear,Men's,2,$260 
Nike One,app1171,258,APP,Nike One Women's Mid-Rise Crop Leggings (Plus Size),Nike One,Women's Mid-Rise Crop Leggings (Plus Size),Women's,3,$160 
Nike Air,app1172,509,APP,Nike Air Women's Woven Trousers (Plus Size),Extended Sizes,Nike Air,Women's,3,$115 
Nike Yoga,app1173,580,APP,Nike Yoga Women's Short-Sleeve Top (Plus Size),Extended Sizes,Nike Yoga,Women's,3,$115 
NikeCourt Dri-FIT Victory,app1174,973,APP,NikeCourt Dri-FIT Victory Women's Short-Sleeve Tennis Top (Plus Size),Extended Sizes,NikeCourt Dri-FIT Victory,Training,1,$115 
Nike Sportswear,app1175,822,APP,Nike Sportswear Women's Cropped Dance T-Shirt,Nike Sportswear,Women's Cropped Dance T-Shirt,Women's,3,$115 
Portugal 2020 Stadium Away,app1176,312,APP,Portugal 2020 Stadium Away Football Over-the-Calf Socks,Portugal 2020 Stadium Away,Football Over-the-Calf Socks,Training,1,$115 
Nike Sportswear,app1177,237,APP,Nike Sportswear Women's Long-Sleeve Top,Nike Sportswear,Women's Long-Sleeve Top,Women's,3,$105 
NikeCourt Victory,app1178,339,APP,NikeCourt Victory Women's Tennis Skirt,NikeCourt Victory,Women's Tennis Skirt,Women's,3,$170 
Nike ESC,app1179,072,APP,Nike ESC Women's Tailored Sneaker Trousers,Nike ESC,Women's Tailored Sneaker Trousers,Training,1,$165 
Nike ESC,app1180,745,APP,Nike Sportswear Advance 15,Nike Sportswear Advance 15 Women's Knit Jacket,Nike Sportswear Advance 15,Training,1,$105 
Nike ESC,app1181,238,APP,Nike,Nike Women's Swoosh Logo T-Shirt,Nike,Women's,3,$115 
Nike Dri-FIT Indy,app1182,561,APP,Nike Dri-FIT Indy Women's Light-Support Padded Convertible Sports Bra,Nike Dri-FIT Indy,Women's Light-Support Padded Convertible Sports Bra,Women's,3,$115 
Nike Sportswear Essential Collection,app1183,131,APP,Nike Sportswear Essential Collection Women's Fleece Trousers,Nike Sportswear Essential Collection,Women's Fleece Trousers,Men's,2,$115 
Nike ESC,app1184,654,APP,Nike ESC Women's Cardigan,Nike ESC,Women's Cardigan,Women's,3,$115 
Nike Pro,app1185,153,APP,NikeCourt Victory,NikeCourt Victory Women's Tennis Tank (Plus Size),Extended Sizes,Training,1,$115 
Nike Pro,app1186,506,APP,Nike Pro Women's Shelf-Bra Tank,Sustainable Materials,Nike Pro,Women's,3,$105 
Nike Standard Issue Swoosh Fly,app1187,627,APP,Nike Standard Issue Swoosh Fly Women's Basketball Shorts,Nike Standard Issue Swoosh Fly,Women's Basketball Shorts,Women's,3,$170 
Nike Sportswear Tech Pack,app1188,527,APP,Nike Sportswear Tech Pack Women's Jacket,Nike Sportswear Tech Pack,Women's Jacket,Women's,3,$165 
Nike Sportswear Swoosh,app1189,763,APP,Nike Miler,Nike Miler Women's Short-Sleeve Running Top,Nike Miler,Training,1,$105 
Nike Sportswear Swoosh,app1190,455,APP,Nike Sportswear Swoosh Women's Crew,Nike Sportswear Swoosh,Women's Crew,Training,1,$115 
Nike Breathe,app1191,910,APP,Nike Breathe Women's Printed Golf Polo,Nike Breathe,Women's Printed Golf Polo,Women's,3,$115 
NikeCourt Multiplier Cushioned,app1192,386,APP,NikeCourt Multiplier Cushioned Tennis Crew Socks (2 Pairs),NikeCourt Multiplier Cushioned,Tennis Crew Socks (2 Pairs),Training,1,$115 
NikeCourt Advantage,app1193,954,APP,NikeCourt Advantage Women's Pleated Tennis Skirt,NikeCourt Advantage,Women's Pleated Tennis Skirt,Women's,3,$115 
Nike AeroSwift,app1194,186,APP,Nike AeroSwift Women's Running Crop Top,Sustainable Materials,Nike AeroSwift,Men's,2,$115 
Nike Everyday Lightweight,app1195,714,APP,Nike Everyday Lightweight Women's Training Footie Socks (3 Pairs),Nike Everyday Lightweight,Women's Training Footie Socks (3 Pairs),Women's,3,$105 
Nike Yoga,app1196,070,APP,Nike Yoga Women's High-Waisted 7/8 Novelty Leggings,Sustainable Materials,Nike Yoga,Men's,2,$170 
Nike Sportswear,app1197,839,APP,Nike Sportswear Women's Fleece Pullover (Plus Size),Extended Sizes,Nike Sportswear,Women's,3,$165 
Nike Sportswear Swoosh,app1198,801,APP,Nike Sportswear Swoosh Women's Short-Sleeve Top,Nike Sportswear Swoosh,Women's Short-Sleeve Top,Training,1,$105 
Nike One,app1199,684,APP,Nike One Women's Mid-Rise Colour-Block Leggings (Plus Size),,,Women's,3,$115 
Extended Sizes,app1200,855,APP,Nike One,,,Men's,2,$115 
Nike Sportswear,app1201,096,APP,Nike Sportswear Women's Long-Sleeve Mock T-Shirt,Nike Sportswear,Women's Long-Sleeve Mock T-Shirt,Women's,3,$105 
Nike Yoga Luxe,app1202,172,APP,Nike Yoga Luxe Women's Infinalon Crop Top,Nike Yoga Luxe,Women's Infinalon Crop Top,Women's,3,$170 
Nike Sportswear Essential,app1203,507,APP,Nike Sportswear Essential Women's Fleece Crew,Nike Sportswear Essential,Women's Fleece Crew,Training,1,$165 
Nike Sportswear Icon Clash,app1204,964,APP,Nike Sportswear Icon Clash Women's Shorts (Plus size),Extended Sizes,Nike Sportswear Icon Clash,Training,1,$105 
Nike Sportswear Icon Clash,app1205,868,APP,Nike Sportswear Icon Clash Women's Cargo Trousers,Black/Dark Smoke Grey,Coconut Milk/White,Training,1,$105 
Nike Sportswear Icon Clash,app1206,337,APP,Nike Air,Nike Air Women's Woven Trousers,Nike Air,Women's,3,$105 
Nike Sportswear Tech Fleece,app1207,807,APP,Nike Sportswear Tech Fleece Women's Crew,,,Women's,3,$105 
